,image_id,ques_en,ans_en,label
2913,2325884,What color is the ground?,Grey.,1015
2914,2322250,What is between the players?,Net.,1417
2915,2415747,When is this?,Daytime.,800
2916,2322626,Who took off these shoes?,A grown man.,175
2917,2322626,What would clean this ground?,A sweeping.,308
2918,2411026,What is the plane sitting on?,The street.,2246
2919,2376755,What is on the person's finger?,A ring.,267
2920,2374229,What is the gender of the person on the right in the purple sweater?,Female.,889
2921,2376221,Who is wearing a yellow and black coat?,Second person from the right.,1909
2922,2376221,What is on the face of the woman?,Sunglasses.,2050
2923,2376221,What is the weather like?,Sunny.,2057
2924,2384576,What is the dog sitting on?,Gravel and grass.,989
2925,2389831,Where was this photo taken?,In a kitchen.,1082
2926,2367166,What is on the hot dog?,Ketchup and Mustard.,1259
2927,2328161,What color are the car seats?,Black.,603
2928,2357618,What is the relationship between zebras?,One is older.,1681
2929,2392523,What sport is depicted?,Skiing.,1955
2930,2367445,Where is the meat?,On the plate.,1617
2931,2389566,What animal is in front of the table?,A dog.,146
2932,2364544,What colors are in the pot?,Yellow green and orange.,2609
2933,2391299,What is neat and clean?,Room.,1880
2934,2396522,What is behind the surfer?,A wave.,343
2935,2396663,What is the man holding?,A bat.,74
2936,2342023,How many people are there?,2,21
2937,2318639,How many umbrellas are there?,One.,1687
2938,2341044,How many people are in the image?,Six.,1943
2939,2408450,What does the sign say above the men?,13:35:00,17
2940,2398754,What type of vehicle is the white car in front of the bus?,Taxi.,2088
2941,2338417,How many clocks are there?,One.,1687
2942,2359157,What kind of day is it?,Sunny.,2057
2943,2341633,How many glass buildings can be seen?,One.,1687
2944,2389268,What is on the onion?,Five pickle slices.,898
2945,2359179,What is in the sidewalk?,Grey stone.,1013
2946,2370929,What is the couch color?,Black.,603
2947,2397980,What is the man holding in the left hand?,A book.,95
2948,2356034,What is the player holding?,Tennis racket.,2100
2949,2326721,Where is she sitting?,On the steps.,1641
2950,2326721,What color is the man's jacket?,Red.,1854
2951,2346675,What type of fence is around the park?,Chain link.,703
2952,2352052,What material was the floor created from?,Wood.,2593
2953,2411171,Where are the giraffes?,Standing in a row.,2001
2954,2367166,What are lined up?,Hot dogs.,1060
2955,2389974,What is the guy hauling?,There is a lot of stuff on his bike.,2296
2956,2361440,Where was this taken?,In the snow.,1175
2957,2372306,What is around the man's neck in front?,A badge.,63
2958,2358008,When was the photo taken?,Daytime.,800
2959,2388461,What is blue here?,The sky.,2242
2960,2323963,What color is the grass?,Green.,1009
2961,2323963,Where was this photo taken?,Outside of a zebra exhibit.,1707
2962,2349408,How is the photo?,Clear.,736
2963,2397531,What season is this?,Fall.,879
2964,2393234,What is the bush's color?,Green.,1009
2965,2359860,When was this picture taken?,Daytime.,800
2966,2359860,What is attached to the boat?,Rope.,1881
2967,2325884,What color is the garbage can to the left?,Green.,1009
2968,2398754,What type of vehicle is the driver in?,Bus.,665
2969,2385895,What color is the toilet brush?,Black.,603
2970,2415747,What color is the sky?,White.,2563
2971,2374229,When was the picture taken?,During the day.,846
2972,2384576,Where was this photo taken?,Under the white truck.,2468
2973,2326721,What color is the woman's jacket?,Grey and white.,1012
2974,2396733,Why is there a pile of onion skins on the table?,Peeling onions.,1747
2975,2389831,Where is the silver bowl?,On the ground.,1595
2976,2324131,What color is the wall?,Yellow.,2612
2977,2328161,Why is the bear tied in?,For safety.,928
2978,2355594,What is on the people's faces?,Sunglasses.,2050
2979,2413488,How many people are shown?,2,21
2980,2410155,What is white?,Batter's shirt.,512
2981,2410155,What is behind the batter?,Fence.,891
2982,2331826,What is the sofa color?,Grey.,1015
2983,2358008,Why is the paint peeling?,It's old.,1231
2984,2375755,What is in the plate?,Crust.,777
2985,2377539,When was the photo taken?,During the daytime.,847
2986,2388461,What can be seen in the distance?,Green trees.,1006
2987,2406518,What color are the middle building's windows?,Blue.,621
2988,2321004,What do you see?,Elephants.,865
2989,2318639,Why is there a pole?,To support the umbrella.,2374
2990,2325884,How many people are in this photo?,Eight.,858
2991,2401929,What is hanging on to the wooden plank?,Stuffed teddy bear.,2043
2992,2363178,How many coffees?,One.,1687
2993,2322250,Where are the racquets?,The players hands.,2228
2994,2385895,Where was the picture taken?,In a bathroom.,1067
2995,2385895,Why is the toilet water running?,The toilet was flushed.,2258
2996,2356589,What is to the right of the shaver?,Toothbrush.,2397
2997,2411026,What is the number of planes parked on the runway?,One.,1687
2998,2412651,What is in the background?,Houses.,1063
2999,2376101,What is wrapped around the topless man's head?,A blue towel.,93
3000,2417694,What is the picture of?,An animal in water.,408
3001,2385037,What color are the man's gloves?,Black.,603
3002,2352052,What is the cover of the fridge created from?,Metal.,1375
3003,2355677,How are the blankets positioned?,Adjacent to the horses.,377
3004,2408450,Who is in the picture?,A man and a woman.,207
3005,2389831,What is to the left of the fridge?,Cabinets.,676
3006,2328161,What color is the bear?,Yellow.,2612
3007,2363446,Why would a person watch the tower?,For time.,933
3008,2325884,When was this photo taken?,Daytime.,800
3009,2357618,What color is the grass?,Green.,1009
3010,2338417,Where is the minute hand pointing?,Number Six.,1463
3011,2325258,Who is wearing the white shoe?,Person in second row.,1757
3012,2325258,What color are the poles?,Blue.,621
3013,2415747,What is on the left of the sidewalk?,A fence.,151
3014,2359157,What reflection is in the water?,The duck.,2168
3015,2410155,What is behind the batter?,A fence.,151
3016,2331826,Where is the picture taken?,In the living room.,1159
3017,2322626,How could a person trip in this scene?,On the step.,1640
3018,2389268,What is red on the plate?,Tomatoes.,2396
3019,2358008,What is in the background?,Mountain.,1390
3020,2411026,What two colors are the cones?,Orange and white.,1694
3021,2344748,What is orange?,The towel.,2260
3022,2346998,Where is the train?,On the tracks.,1651
3023,2344748,Why is the lid up?,Was just used.,2501
3024,2331245,What color is the wall?,Gold and cream.,979
3025,2350083,Who is holding the umbrella?,A man.,214
3026,2321004,Where are the trees?,Background.,489
3027,2356034,How many tennis players are there?,Two.,2446
3028,2356034,Who is on each side of the court?,Players.,1790
3029,2393234,What is the bird doing?,Sitting on barbed wire.,1940
3030,2323509,How many statues are shown?,3 statues.,30
3031,2387503,What is the girl in black doing?,Dancing.,790
3032,2346675,What color is the slide?,Blue.,621
3033,2384111,How many people are sitting?,One.,1687
3034,2396733,How many bottles are there?,One.,1687
3035,2346762,What is around the windows?,Curtains.,783
3036,2409139,What is on top of the horse's back?,A bird.,85
3037,2346762,What color are the curtains?,Multi color.,1396
3038,2389974,What color is the helmet of the person riding the motorcycle?,Black.,603
3039,2389974,What color is the bike the man is riding?,Red.,1854
3040,2355594,How many cars are there?,One.,1687
3041,2413488,How many kids are there?,Two.,2446
3042,2367445,What is next to the meat on the plate?,Bread.,637
3043,2380929,Why does the dog have his head out the window?,To get air.,2341
3044,2350083,Why is the man holding the umbrella?,To shield from the sun.,2366
3045,2375755,What is in the plate?,Pizz.,1778
3046,2377539,Where is a kite?,In the air.,1135
3047,2360682,What is the amount of doors on the plane?,Two doors.,2438
3048,2323963,What color is the fence?,Silver.,1937
3049,2396522,What is the man doing?,Surfing.,2062
3050,2321004,What is in the background?,Trees.,2425
3051,2396663,What is the grasses color?,Green.,1009
3052,2321587,What color shoes are the boys wearing?,White.,2563
3053,2408450,Why are people standing here?,To catch a train.,2336
3054,2398754,What company's logo is on the red bus?,Mercedes.,1371
3055,2322250,What is in the air?,Ball.,494
3056,2361077,What side of the horse is visible?,Right.,1872
3057,2389491,What is the standing man doing?,Watching the boy.,2505
3058,2389491,What is on the black fence?,A white sign.,351
3059,2344748,How many toilets are there?,Just one.,1257
3060,2412651,What color are the benches?,Green.,1009
3061,2387503,What is the girl in black doing?,Dancing.,790
3062,2387503,What room is this?,Living room.,1327
3063,2387503,What kind of mirror frame is this?,Black mirror frame.,594
3064,2376221,What sport is being shown?,Skiing.,1955
3065,2385037,What is on the man's face?,Goggles.,977
3066,2367166,What is the hot dog on?,Food Tray.,917
3067,2389974,What is on the back of the moped?,An engine.,414
3068,2328161,When will the car stop?,When the destination is reached.,2530
3069,2361440,What is behind the person?,Trees.,2425
3070,2361440,What is in the background?,Trees and snow.,2424
3071,2367445,What is on the plate?,A sandwich.,274
3072,2372306,What's above the group of people?,White tent.,2558
3073,2374637,Where was this picture taken?,Outside by the water.,1704
3074,2323963,When was this photo taken?,During the day.,846
3075,2379639,When was the photo taken?,Daytime.,800
3076,2406518,What is behind traffic light?,Tree.,2423
3077,2349408,What is lit?,The light.,2193
3078,2397531,How is the weather?,Cloudy.,747
3079,2323509,Where is the rock?,To the left of the statues.,2381
3080,2342023,Where is the water bottle?,On the bike.,1567
3081,2318639,What is on the beach?,Rocks.,1877
3082,2384111,Why is it bright out?,It's daytime.,1226
3083,2409139,What color is the horse's hair?,Dark and lighter brown.,791
3084,2376101,What does the shirtless man have in hand?,Toothbrush.,2397
3085,2359860,What type of boat is shown?,A trawler.,332
3086,2401929,What is the teddy bear hanging from?,Wood.,2593
3087,2398754,What is the handle used for?,Opening the door.,1692
3088,2385895,What type of toilet is in the picture?,Automatic.,478
3089,2341633,What color is the sky?,Blue.,621
3090,2389268,What is the vegetable portion?,French fries.,942
3091,2384675,What color is the buffalo?,Blue.,621
3092,2384675,Where do the customers enter?,Door.,818
3093,2389491,What is surrounding the field?,A fence.,151
3094,2331245,What is the clock on?,A stump.,304
3095,2331245,What color is the clock head?,Gray.,993
3096,2346675,Who is the playing in the park?,No one.,1449
3097,2352052,How many cabinet doors are in the photo?,Ten.,2093
3098,2355898,How many candles are on the table?,6,43
3099,2346762,Why is it so bright?,Sunlight.,2052
3100,2334302,How many skateboards are there?,1,7
3101,2372306,What does the sign offer to have people try?,Yogurt Thickies.,2613
3102,2350083,Where is the man?,On the bench.,1566
3103,2375755,What is in the plate?,Cheese.,711
3104,2364544,What herbs is in the soup?,Chives.,718
3105,2406365,Where was this shot taken?,Beach.,515
3106,2318370,What is in the sky?,Clouds.,746
3107,2318370,What color is the sky?,Blue.,621
3108,2321587,Where is the net?,Behind the boys.,535
3109,2353509,How many tables are there?,One.,1687
3110,2372099,What is the man riding on?,Motorcycle.,1388
3111,2353509,What is the cup sitting on?,A saucer.,276
3112,2376101,What is the woman in the lower right corner doing?,Brushing her teeth.,658
3113,2355677,What color is the grass?,Light green.,1316
3114,2373240,Who is in the water?,A bear.,78
3115,2322626,What is in the far left on the scene?,A car.,111
3116,2389268,What is on the table?,The plate.,2227
3117,2389491,Where is the boy standing?,In the red dirt.,1169
3118,2319966,When is the plane on the beach?,Daytime.,800
3119,2344748,What color is between the tiles?,Black.,603
3120,2393818,What is the large lantern type?,White paper.,2554
3121,2411171,What giraffe seems to be the tallest?,The third one from the left.,2255
3122,2355594,Where are the people sitting?,Bench.,566
3123,2331826,What is in the man hand?,Mobile.,1383
3124,2331826,Where is the picture hanging?,Wall.,2496
3125,2372306,Who is wearing a black sweater?,A man.,214
3126,2385778,What is in the glass?,Red wine.,1851
3127,2385778,Where is the plate?,On the table.,1646
3128,2388461,How many people are in the picture?,One.,1687
3129,2391299,What color are the pillows?,White.,2563
3130,2349408,What color is the train?,White.,2563
3131,2397531,What color is the road?,Black.,603
3132,2384111,What is the person in the center of the photo sitting on?,Bench.,566
3133,2409139,How is the weather?,It is clear.,1203
3134,2401929,Where is the pink teddy bear?,On the board.,1571
3135,2363178,What is on top of the drink?,Some foam.,1982
3136,2365296,What is flying?,Kite.,1266
3137,2335715,How many houses are there?,1,7
3138,2322250,How many balls are there?,One.,1687
3139,2401929,What color is the bear?,Pink.,1775
3140,2322250,Who is wearing red?,One of the players.,1684
3141,2398754,Where are the wipers?,Windshield.,2570
3142,2415747,How many men in white shirts are there?,One.,1687
3143,2356589,How many maps of london are there?,One.,1687
3144,2356589,Where is the blue cup?,On the plate.,1617
